GEOID10,low,lowmod,lmmi,lowmoduniv,lowmod_pct,moe_lowmod_pct
471570106102,415,530,1080,1170,0.45299999999999996,0.2821
471570106103,400,735,880,925,0.7946,0.5816
471570106104,1060,1865,2460,3145,0.593,0.2086
471570106201,535,870,980,1025,0.8488,0.3932
471570106202,655,890,1015,1025,0.8683,0.2732
471570106203,665,1255,1325,1415,0.8869,0.1894
471570106301,665,1010,1145,1300,0.7768999999999999,0.32770000000000005
471570106302,605,845,1005,1060,0.7972,0.2519
471570106303,1520,2060,2150,2170,0.9493,0.21660000000000001
471570107101,390,470,860,980,0.4796,0.3194
471570107102,95,230,540,1115,0.20629999999999998,0.1175
471570107103,875,1760,2310,2905,0.6059,0.1959
471570107201,310,485,535,970,0.5,0.1773
471570107202,1490,1585,1715,1770,0.8955,0.24969999999999998
471570107203,255,635,805,1070,0.5935,0.23079999999999998
471570108101,670,905,1180,1600,0.5656,0.1956
471570108102,710,965,1365,1600,0.6031,0.1913
471570108103,510,1005,1125,1585,0.6341,0.2927
471570108104,880,1305,1550,1650,0.7909,0.3358
471570108201,370,505,600,925,0.5459,0.37189999999999995
471570108202,300,610,885,1310,0.4656,0.1962
471570108203,90,380,570,1150,0.33039999999999997,0.2165
471570108204,640,1005,1060,1285,0.7820999999999999,0.3642
471570110101,410,875,935,1485,0.5892000000000001,0.2141
471570110102,240,340,495,920,0.3696,0.23260000000000003
471570110103,1235,1720,1945,2105,0.8170999999999999,0.2504
471570110201,265,455,580,690,0.6594,0.24059999999999998
471570110202,125,135,190,235,0.5745,0.39149999999999996
471570110203,185,230,265,345,0.6667000000000001,0.21739999999999998
471570111001,635,810,910,970,0.8351000000000001,0.2505
471570111002,455,640,830,880,0.7273000000000001,0.2182
471570112001,340,500,500,510,0.9804,0.3
471570112002,400,520,535,580,0.8966,0.36719999999999997
471570112003,460,490,535,565,0.8673000000000001,0.2637
471570113001,800,980,1125,1300,0.7537999999999999,0.14150000000000001
471570114001,1070,1250,1310,1310,0.9542,0.21600000000000003
471570114002,410,475,540,720,0.6597,0.29719999999999996
471570114003,765,905,925,990,0.9140999999999999,0.301
471570115001,320,340,420,440,0.7726999999999999,0.5455
471570115002,435,720,750,775,0.929,0.6142
471570115003,210,255,450,550,0.4636,0.2582
471570115004,325,500,590,590,0.8475,0.3237
471570116001,785,870,885,1040,0.8365,0.3135
471570116002,725,1110,1335,1450,0.7655,0.2138
471570117001,825,1105,1305,1450,0.7620999999999999,0.2297
471570118001,325,720,1265,1420,0.507,0.1894
471570118002,370,740,935,1165,0.6352,0.4738
471570118003,1665,2005,2430,2465,0.8134,0.2548
471570118004,140,180,295,940,0.19149999999999998,0.07769999999999999
471570201011,140,345,470,970,0.3557,0.1691
471570201012,300,300,425,435,0.6897,0.3954
471570201013,590,905,1005,1190,0.7605,0.32270000000000004
471570201014,965,1225,1575,1675,0.7313,0.2352
471570201021,290,370,835,1740,0.2126,0.0966
471570201022,130,180,500,1255,0.1434,0.0757
471570202101,750,970,1160,1580,0.6139,0.3323
471570202102,155,425,985,1335,0.3184,0.18280000000000002
471570202103,310,1300,1470,1840,0.7065,0.2554
471570202104,95,210,325,875,0.24,0.1703
471570202211,195,385,520,1025,0.37560000000000004,0.1707
471570202212,290,325,910,2025,0.1605,0.10619999999999999
471570202221,585,975,1445,2000,0.4875,0.1685
471570202222,525,790,1060,1395,0.5663,0.3262
471570203001,610,935,1020,1410,0.6631,0.2475
471570203002,1325,1520,1705,2225,0.6831,0.21660000000000001
471570203003,165,320,600,1620,0.1975,0.0759
471570204001,0,0,0,95,0,0.1263
471570204002,65,365,755,1075,0.3395,0.1888
471570205111,305,440,525,1005,0.4378,0.195
471570205112,95,385,655,1160,0.3319,0.11900000000000001
471570205121,1420,1750,1765,1825,0.9589,0.2833
471570205122,165,270,355,695,0.3885,0.2978
471570205123,820,905,1455,1940,0.46649999999999997,0.2887
471570205124,485,605,750,970,0.6236999999999999,0.1845
471570205211,970,1250,1325,1465,0.8532,0.2887
471570205212,725,935,1295,1525,0.6131,0.2433
471570205213,645,735,900,965,0.7617,0.26739999999999997
471570205231,900,1260,1535,1740,0.7241,0.22469999999999998
471570205232,800,1230,1395,1515,0.8119,0.2891
471570205241,530,905,1185,1365,0.6629999999999999,0.2095
471570205242,655,1080,1495,2195,0.49200000000000005,0.1517
471570205243,475,610,860,1120,0.5446,0.2429
471570205311,495,705,855,985,0.7156999999999999,0.4122
471570205312,705,1020,1160,1235,0.8259000000000001,0.3709
471570205313,680,2420,3120,3815,0.6343,0.1937
471570205321,975,1225,1555,1660,0.738,0.297
471570205322,160,290,555,880,0.3295,0.2205
471570205323,235,730,1180,2115,0.3452,0.2095
471570205324,230,335,440,580,0.5776,0.1776
471570205411,630,870,1145,1495,0.5819,0.2809
471570205412,430,535,1030,1965,0.2723,0.1461
471570205413,505,1105,1455,2110,0.5236999999999999,0.1943
471570205421,610,1205,1205,1215,0.9918,0.36210000000000003
471570205422,1215,1390,1750,2255,0.6164000000000001,0.2071
471570205423,215,425,515,780,0.5449,0.33590000000000003
471570205424,670,735,910,910,0.8077,0.5582
471570206101,245,345,520,815,0.4233,0.1632
471570206102,420,700,1025,1550,0.45159999999999995,0.17739999999999997
471570206103,240,555,805,1140,0.4868,0.1588
471570206211,455,650,940,1250,0.52,0.4736
471570206212,55,480,860,1615,0.29719999999999996,0.1981
471570206213,210,640,650,650,0.9845999999999999,0.5031
471570206214,555,605,620,1255,0.48210000000000003,0.2821
471570206215,1070,1695,2015,2205,0.7687,0.2576
471570206221,325,560,780,1270,0.4409,0.17800000000000002
471570206222,4,275,735,1985,0.13849999999999998,0.0917
471570206223,215,445,575,785,0.5669,0.26239999999999997
471570206321,90,530,1025,2860,0.18530000000000002,0.1119
471570206322,95,205,820,1635,0.12539999999999998,0.0709
471570206323,4,195,505,880,0.2216,0.20800000000000002
471570206331,30,195,350,1190,0.16390000000000002,0.0941
471570206332,100,205,675,2015,0.1017,0.0591
471570206341,165,260,525,1560,0.16670000000000001,0.0968
471570206342,220,355,570,1425,0.2491,0.08839999999999999
471570206351,200,315,790,1445,0.218,0.0907
471570206352,265,510,760,1415,0.3604,0.1703
471570206421,150,365,1110,5735,0.0636,0.0361
471570206422,250,500,740,3350,0.1493,0.12390000000000001
471570206431,70,170,265,1520,0.1118,0.125
471570206432,175,330,420,1695,0.19469999999999998,0.1363
471570206433,245,600,1400,3980,0.1508,0.0611
471570206434,15,135,390,1175,0.1149,0.0919
471570206441,245,665,960,3970,0.1675,0.09849999999999999
